"辞書
ページ"	見出し語	アクセント型	品詞	"文語などの
種別"	補足	意味 1.	意味 2.	意味 3.	意味 4.	意味 5.	備考
107	?aka	⓪	名			阿嘉。«地»参照。					
107	?aka	⓪	名			阿嘉島。慶良間列島（kirama）の島の名。					
107	?aka	①	名	新?		赤。色の名。～nu taniN.〔新?〕赤の他人。					
107	?aka?aci	①	名			まぐろ。?acinu?iju参照。					
107	?aka?akaatu	①	副			あかあかと。deNkiCiki?akagaraci,'jaanu?uci～sjooN.電気をつけて家の中があかあかとしている。raNpujaka deNkee～sjooee sani.ランプより電気は明るいのではないか。					
107	?akaa	①	名			赤いもの。					
107	?akabanaa	⓪	名			ぶっそうげ（仏桑華）。亜熱帯植物で高さ3メートル余りに達し,深紅の花が咲く。霊前に供える。					
107	?akabanaa	⓪	名			鼻の赤い者。赤鼻。					
107	?akabusjaa	⓪	名			?akabusjaawarabaaと同じ。					
107	?akabusjaawarabaa	⓪	名			赤ちゃけた髪を振り乱している子供（卑称）。					
107	?akaCici	⓪	名			あかつき。夜明け。明け方。					
107	?akaCicibusi	⓪	名			明けがたの星。まばらで少ないもののたとえとなる。					
107	?akaCicigurasiN	⓪	名			あかつきやみ。月のない夜の明けがた。					
107	?akaCicimudui	⓪	名			遊郭（那覇にあった）から,明け方に帰ること。遊郭の朝帰り。					
107	?akaCici?uki	⓪	名			夜明けに起きること。					
107	?akaCicizicuu	⓪	名			有明けの月。明けがたの月。					
107	?akagaara	⓪	名			赤瓦。					
107	?akagai	①	名			1.あかり。燈火。	2.明るい所。明るみ。kurasiNの対。				
107	?akagaiCiki=juN	①	自=raN,=ti			すっかり明るくなる。					
107	?akagaNtaa	⓪	名			赤い髪のおかっぱ頭をした者。kizimuN（魔物の一種）,kaagarimoo（河童）などのようす。また,赤ちゃけた髪をおかっぱにしている子供などをもいう。-gaNtaa＜kaNtu（髪の卑語）。					
107	?akagi	①	名			植物名。赤木。亜熱帯性の喬木。木肌が赤い。その実は,熟すれば食べられる。					
108	?akagii	⓪	名			赤毛。赤ちゃけた髪をした者。					
108	?akaginumuQkuu	⓪	名			?akagi（赤木）の実。					
108	?akagucaamee	⓪	名	文		hwinukaN（火の神）の異称。赤い口をした尊いお方の意。kweena（旅歌）にある語。					
108	?akaguu	⓪	名			さつまいもの一種。肉が黄色で,黄色の粉をふき,美味。金時という種類に似ている。					
108	?akahacimaci	①	名	古		かんむりの名。hacimaciの項参照。					
108	?akahadaka	①	名			赤裸。丸裸。					
108	?akaha=nuN	⓪	自=maN,=di			よごれがたまる。よごれる。垢じみる。karazinu ?akahadooN.髪の毛がよごれている。ciNnu ?akahadooN.着物がよごれきっている。					
108	?akahazi	①	名			赤恥。大勢の前でかく恥。					
108	?akahuda	①	名	新		Zuri（女郎）が伝染病によって営業を禁止されること。					
108	?akahudaa	⓪	名	新		伝染病により,検診に不合格になって営業を禁止されたZuri（女郎）。					
108	?akahwira	⓪	名			赤平。«地»参照。					
108	?akahwizaa	⓪	名			赤いひげをしている者の卑称。赤ひげ。					
108	?akahwizi	①	名			赤ひげ。赤いひげ。					
108	?aka?ijuu	⓪	名			金魚。					
108	?aka?iru	①	名			赤い色。					
108	?akai	①	名			障子。あかり障子。					
108	?akaisaNbasiri	①	名	文		障子。明るい棧のある引き戸の意か。～Cici?akitimiriba, niwanu siracikunu sacarucurasa.[あかりさんはしり つきあけて見れば 庭の白菊の 咲きやるきよらさ]障子をさっとあけて見ると,庭の白菊が美しく咲いている。					
108	?akaisaNbasiru	⓪	名	文		?akaisaNbasiriと同じ。					
108	?akajukusi	①	名			真赤なうそ。					
108	?akakabi	①	名			1.赤い紙。	2.正月などに,祭壇と火の神の前に供える赤い紙。白･赤･黄の三枚の紙（?ukazaikabi）を重ねて供える。表裏とも赤く,紙質は百田紙（hjakudasi）。お祝いの時,聯を書く赤い紙はsjugamiという。				
108	?akakoozi	①	名			米で作る赤い麴。ciNbeeru～.あかんべえ。					
108	?akakoozi?ubuN	①	名			?akakooziで赤く染めて炊いた御飯。					
108	?akamaamii	⓪	名			あずき。					
108	?akamaamii?u]buN	⓪	名			あずき入りの赤飯。?aka?ubuNの項参照。					
108	?akamataa	⓪	名			蛇の一種。有毒であるが,はぶほどはこわがられていない。錦色で,美男に化けるといわれる。					
108	?akamigeei	①	副			赤くなったさま。泣きはらした目･できものなどについていう。miinu（kasanu）～sjooN.目が（できものが）赤くなっている。					
108	?akamii	⓪	名			卵の黄身。					
108	?akamiibaju	①	名			魚名。あかめばる。miibaju（めばる）の一種。色は赤で,時に毒を有する。					
108	?akamuutii	⓪	名			赤元結い。赤い色の元結い。muutiiの項参照。					
108	?akana	⓪	名			植物名。紫蘇。					
108	?akanaa	⓪	名			童謡などにある語。月の中にいる者の意に用いる。月の薄黒い部分を,水桶をかついで立っている者と見立てたものらしい。?akanaajaanu 'jakitaNdoo, nacuru 'warabee miZi kumaSee, nakaN 'warabee kani ?utaSee.（童謡）アカナーの家が焼けたぞ。泣く子は水を汲ませろ,泣かない子は鉦を打たせろ。（泣く子を泣きやませるために歌う歌。）					
108	?aka=nuN	①	自=maN,=di			赤くなる。赤ばむ。ciranu～.顔が赤くなる。kunibunu～.みかんが赤くなる。					
109	?akaNca	⓪	名			赤土の土地。赤土の土質。					
109	?akaNca	①	名			赤土。					
109	?akaNgwa	①	名			赤ん坊。					
109	?akaNgwaa	⓪	名			赤ん坊（卑称）。					
109	?akaNgwaa?iju	⓪	名			人魚。顔が人に似て,前肢のようなひれのある哺乳類。南海に産する。じゅごん。ZaNnu?ijuともいう。					
109	?akaNmi	①	名			赤嶺。«地»参照。					
109	?akaraa?waa	⓪	名			?akari?waaと同じ。					
109	?akaragweei	①	名			人が血色がよくて太っていること。sirugweei,kurugweeiなどの語もある。					
109	?akarahwiru	①	名			真昼。白昼。					
109	?akarakwaara	①	副			派手なさま。けんらんたるさま。豪華なさま。着物の模様･部屋の装飾などについていう。～sjooruciN.派手な着物。					
109	?akari=juN		自=raN,=ti			1.離れる。器物などがこわれて,離れる。また,はがれる。	2.乳離れする。主として家畜についていう。				
109	?akari?waa	⓪	名			乳離れした豚。主として親豚をいうが,子豚の方をさすこともある。					
109	?akari?waagwaa	⓪	名			乳離れした子豚。					
109	?akasabi	①	名			赤錆。鉄に生ずる錆。					
109	?akasakurasa	⓪	名			明暗。明るいことと暗いこと。～N'wakaraN.明るいか暗いかもわからない（ほど熱中する）。無我夢中である。					
109	?akasaN	①	形			赤い。明るいの意では用いない。ただし,?akasakurasa（明暗）という複合語はある。明るい意では,?aka?akaatu sjooN,?akagatooNなどという。					
109	?akaSee	⓪	名			遊戯の名。言い当てる遊び。					
109	?akasi	⓪	名			松の幹を薄くそいだたきつけ。tubusiともいう。＜?akasjuN（引き離す）。'jaNbaaraaga ?iQcoN doo,～N tamunuN keNsjoorani.（童謡）山原船（'jaNbaraabuni）がはいってるぞ。たきつけやまきも買いませんか。					
109	?akasimaa	⓪	名			織物の名。白地に茶褐色のかすりのあるもの。多くは八重山地方の産。sima（縞）は織物の模様をいう。sima参照。					
109	?akasimuN	⓪	名			考えもの。謎。					
109	?aka=sjuN	⓪	他=saN,=ci			1.引き離す。大きいものから小さいものを引き離す。また,ひっぱがす。はがす。tubusi～.松のたきつけを幹からはぐ。kiikara kaa～.木から皮をはがす。?akasiwadu najuru sjakunu hwiNgu.はがなければならないほどのたいへんな垢。kasabuta～.かさぶたをはぐ。	2.乳離れさせる。主として家畜についていう。				
109	?aka=sjuN	①	他=saN,=ci			明かす。夜を明かす。'juu ?akasikaNtii.夜を明かしかねて。					
109	?aka=sjuN	①	他=saN,=ci			明かす。なぞなどの答えを明かす。言い当てる。					
109	?akata	⓪	名			赤田。«地»参照。					
109	?akata?uzoo	⓪	名			首里城の門の名。?uguSikuの項参照。					
109	?akatiida	⓪	名			赤い太陽。夕日をいう。					
109	?aka?ubuN	①	名			?akakooziや食紅などで赤く色をつけて炊いた御飯。赤飯。あずきを入れた赤飯には?akamaamii?ubuNという。					
109	?aka?usi	①	名			赤牛。茶色い牛。					
109	?akauu	⓪	名			織物の名。赤味を帯びた上等の芭蕉布。tanasi（その項参照）などを作る。					
109	?akauuziN	⓪	名			?akauuで織った着物。地は赤味を帯び,派手なかすりなどの模様がある。tanasiなど,女物の上等な着物。					
110	?akaZakura?iru	①	名			赤味を帯びた桜色。人の血色が赤く美しいことにいう。					
110	?akazinaa	⓪	名			1.銅の一厘銭。主として寛永通宝。kurukaniiに対する。	2.のちの,5厘･1銭･2銭などの銅貨。				
110	?akaZiraa	⓪	名			赤い顔。赤ら顔。また,赤面。～najuN.赤面する。					
110	?akaZumii	⓪	名			茶褐色に染めた布。主として芭蕉布で,その染料は tikaci という木の皮や根から取る。					
110	?akee=juN	①	自=raN,=ti			明るくなる。朝焼け･夕焼けなどで,また,にわか雨の前後などに,あたりが異常に明るくなることをいう。					
110	?akeZubaniN]su	⓪	名	文		夏の晴れ着の美称。秋津羽のような御衣（みそ）。とんぼの羽のように美しい着物。					
110	?aki	①	感			あら。女が驚き･悲しみなどを表わして言う語。～caa sjuga.あら,どうしよう。					
110	?akigata	①	名	文		明け方。夜明け方。普通は ?akaCici。					
110	?akigumu	①	名	文		明け方にたなびく雲。 tamasakanu kujui tuija ?utarutuN, sibasi ～ni nasaki ?arana.[たまさかの今宵 鳥や歌るとも しばし明雲に情あらな]たまに会う今夜だから,鶏は時を告げても,しばらくの間,夜明けの雲に情があって夜が明けないようにしてほしいものだ。					
110	?akihana=sjuN	①	他=saN,=ci			あけ放す。開放する。障子などすっかり開ける。					
110	?akihataki=juN	①	他=raN,=ti			（胸などを）はだける。					
110	?akihwirugi=juN	①	他=raN,=ti			あけ広げる。開放する。					
110	?akijo	⓪	感	文		ああ。あわれ。～ziju naraN kutuju mata 'jarawa, niwijacoN sudini ?uCuci tabori.[あけよ自由ならぬ ことよまたやらば 匂やちよも袖に 移ちたばうれ]ああ自由にならないことであるのなら,匂いだけでも袖に移して下さい。					
110	?akijoo	①	感			あら。驚いた時などに女が発する語。					
110	?aki=juN	①	他=raN,=ti			開ける。?akai ～.障子をあける。 ?akitai micitai.あけたりしめたり。					
110	?aki=juN	①	自=raN,=ti			明ける。 'juunu ～.夜が明ける。					
110	?akikuri	①	名	文		明け暮れ。日夜。					
110	?akikwii	①	名			あけたて。開閉。 hasirunu ～.雨戸のあけたて。-kwii＜kuujuN。					
110	?akimadusi	①	名			明けた年の美称。新年。					
110	?akimiQkwa	①	名			あき盲。目はあいているが,目が見えないこと。また,その者。また,文盲。					
110	?akisamijoo	①	感			あれえっ。きゃあっ。助けてくれ。非常に驚いた時,悲しい時,苦痛にたえない時,救いを求める時などに発する声。					
110	?akisamijoo	⓪	副			悲鳴の声をあげるさま。助けてくれと叫ぶさま。～sjuN.悲鳴をあげる。～sjutakutu ?Nzi'NNcaN.悲鳴があったので行って見た。					
110	?akitoonaa	①	感			おやまあ。あらまあ。驚いた時,失敗した時などに女のいう語。					
110	?akookuroo	⓪	名			夕暮れ。薄暮。たそがれ時。夕方の暗くなりかけ。'jumaNgwi（夕間暮れ）という語とともに,夕方の一種の不安な感じを伴う語。'jusaNdi（夕さり）,'juu?irigata（夕方）などにはこのような語感はない。					
110	?aku	⓪	名			悪事。～takunuN.悪事をたくらむ。					
110	?aku	①	名			あく（灰汁）。洗濯の時,または芭蕉布を煮て柔らかにする時などに用いる。					
111	?akubi	①	名			あくび。					
111	?akugami	①	名			[赤頭]平民の初階の位階。					
111	?akugani	①	名			銅。あかがね。					
111	?akuganijaQkwaN	①	名			銅のやかん。					
111	?akuiN	⓪	名	文		悪縁。くされ縁。前世からの罪悪によりつながれた男女の悪縁。					
111	?akuma	⓪	名			[悪魔]根性の悪い者。意地の悪い者。					
111	?akumahuku]rugi	⓪	名			意地悪く邪魔する者。恋の邪魔などをする者。hukurugiはとげのある植物の名。					
111	?akuniN	⓪	名			悪人。奸悪な人。					
111	?akuta	⓪	名			あくた。ごみ。					
111	?akutabii	⓪	名			ごみを燃やす火。火力弱く,すぐ消える。					
111	?akutadamuN	⓪	名			ごみを集めて燃料としたもの。落葉･ごみ･木ぎれなど搔き集めて煮焚きなどする場合にいう。					
