"辞書
ページ"	見出し	見出しの漢字	見出しの説明	内容
622	あやまる	〔謝る〕		?iiwakijuN，→?iiwaki，'waQsa，'waki
622	あやまる	〔誤る〕		?ajamajuN，→まちがう
622	あゆむ	〔歩む〕		→あるく
622	あら		(感動)	?ai，?aki，?akijoo，?ane，?iQcaa，→あれ/ ～まあ 'ee?iQcaa，?akitoonaa
622	あら	〔粗〕		?ara，?ara-
622	あら	〔荒〕		?ara-
622	あら	〔新〕		?ara-
622	あらあらしい	〔荒荒しい〕		→?araci，Zaahwee，あらっぽい/～返事kuhwahwizi/荒荒しく拒絶することkuhwabanii
622	あらい	〔荒い〕		?arasaN
622	あらい	〔粗い〕		?arasaN/ ～もの ?araa
622	あらいがみ	〔洗い髪〕		?areegami，?areekarazi
622	あらいこ	〔洗い粉〕		cuuzinakuu
622	あらいもの	〔洗い物〕		?areemuN
622	あらう	〔洗う〕		?arajuN
622	あらうま	〔荒馬〕		kuujaa?Nma，→あばれうま
623	あらがう			→あらそう
623	あらかじめ	〔予め〕		meekaniti，→かねて
623	あらかせぎ	〔荒かせぎ〕		→?aramooki
623	あらさがし	〔あら探し〕		miimiikuuzii/～するさまmiinucihananuci
623	あらし	〔嵐〕		?arasi，kazihuci，?uukazi
623	あらしごと	〔荒仕事〕		?arasigutu，?arasikuci
623	あらす	〔荒らす〕		?arasjuN
623	あらそう	〔争う〕		?aragaajuN，?arasuujuN，→きょうそう，たたかう
623	あらだてる	〔荒立てる〕		?aradatijuN
623	あらたに	〔新たに〕		miikuni，miikuN
623	あらたまる	〔改まる〕		?aratamajuN
623	あらためる	〔改める〕		?aratamijuN，hwicinoosjuN，→tuinoosjuN
623	あらっぽい	〔荒っぽい〕		tii?arasaN，→そぼう，あらあらしい
623	あらなみ	〔荒波〕		?aranami
623	あられ	〔霰〕		'juci/ ～と冷雨 'jucisimu
623	あらわ	〔露わ〕		/ ～にする ?arawasjuN，hajuN/ ～になる ?arawarijuN
623	あらわす	〔現わす〕		?arawasjuN
623	あらわれる	〔現われる〕		?arawarijuN
623	あり	〔蟻〕		?ai，(小児語)?aikoo/ ～の一種 sasi?ai，sasi?ajaa
623	ありあけのつき	〔有明けの月〕		?akaCicizicuu
623	ありあわせ	〔有り合わせ〕		?aee，?aiee
623	ありか	〔在処〕		→ありばしょ
623	ありがたい			→nihwee，Sidigahuu，Siduugahuu/ ～こと ?arigateekutu，?uugutu
623	ありがためいわく	〔ありがた迷惑〕		cimu?iri
623	ありがとう			kahuusi，→nihwee，Sidigahuu，Siduugahuu
623	ありさま	〔有様〕		?arisama，sikata，siZama，tanari，→ていたらく，ようす
623	ありったけ			→ある，のこらず
623	ありのまま			/～の姿 zuNSigata/～の人?aaraNkaa
623	ありばしょ	〔あり場所〕		?aizu
623	ありもしないこと			?araZaraNkutu
623	ある	〔有る・在る〕		?aN，(敬語)saajuN/ ～だけ ?aru?uQpi，?aru?uQsa/ ～だけですます人 ?aru?uQpii/ ～もの全部(～もの無いもの，ありったけ)?arukasiruka，?arumuNneeNmuN，takitutuumi，→のこらず/ ありそうである zuSee neeN/ ありもしないこと ?araZaraNkutu/ で～→である
623	ある	〔或る〕		?aru
623	あるいは			?eenee
623	あるきはじめ	〔歩きはじめ〕		?aQcihazimi
623	あるく	〔歩く〕		?aQcuN，?ajunuN，(敬語)?waacimiSeeN/ ～こと ?aQci，(小児語)?aaQca，?aQca/ ～さま →goNgoN/ ～人→-?aQcaa/ ～練習 ?aQcinaree/ 歩けるようになる →kuNcuujuN
623	あるじ	〔主〕		nuusi
623	あれ		(感動)	?ane，?aNdee，→あら/ ～まあ ?ane?ane，?aNmajoo，?iQcaakuQcaa，saQtimusaQtimu，'waa?aa/ ～よあれよ?ari?arii/ あれえっ ?akisamijoo，?aNmajoo
623	あれ			?ari/ ～がいいこれがいい ?arimasaraakurimasaraa/ ～くらい(～ほど，～だけ) ?ahwi，?anusjaku，?aQpi，?aQsa/ ～くらいの ?ahwina，?aQpeeru/～これ ?arijaakurijaa，karikuri/ ～これ思いなやむさま ?ari?umiikuri?umii/～これとさおるさま ?arisaaikurisaai/～だけの長さ?anagi/～っぱかり?ahwigwaa，?aQpigwaa
623	あれち	〔荒れ地〕		?arici，hagimoo，→moo
623	あれの	〔荒れ野〕		→あれち
623	あれはてる	〔荒れ果てる〕		?arihatijuN，saboorijuN/ 荒れはてたさま saboorikaa
623	あれる	〔荒れる〕		?arijuN
623	あわ	〔粟〕		?awa
623	あわ	〔泡〕		?aa，?aabuku
623	あわい	〔淡い〕		→うすい
623	あわさる	〔合わさる〕		?usaajuN，?usjaajuN
624	あわせ	〔袷〕		?aasimuN，?aasiziN
624	あわせかがみ	〔合わせ鏡〕		?aasikagaN，→かがみ
624	あわせる	〔合わせる〕		?aasjuN，?icaasjuN，?ucaasjuN，?usaasjuN，?usjaasjuN/合おせもつこと ?uceekanee
624	あわせる	〔会わせる〕		?icaasjuN
624	あわつぶ	〔粟粒〕		?awaCizi
624	あわてもの	〔あわて者〕		→そこつ
624	あわてる			?awatijuN，dumaNgwijuN，sawazuN，sjoonugijuN，zamadujuN，→うろたえる /～さま ?awatinoori，?aweesjukwee，zamaduikaa，zamaduikaadui/ あわてさせる dumaNgwasjuN/ あわてふためいて走ること ?asimarubi，?asimarubitiimarubi
624	あわもり	〔泡盛〕		?aamui/ ～を水で割ってかんをしたもの'juucuu/ ～を水で割ってかんをしたものを入れる器'juucuuzuukaa
624	あわれ	〔哀れ〕		muzoo，→?awari
624	あわれ		(感動)	?akijo，?awari
624	あん	〔●〕		?aN
624	あんがい	〔案外〕		?aNgwee，?umiinuhuka
624	あんこう	〔鮟鱇〕	(魚名)	kamaNta
624	あんじ	〔按司〕		→あじ
624	あんじがお	〔案じ顔〕		munumigau
624	あんしょう	〔暗唱〕		hanasibuku
624	あんしょう	〔暗礁〕		→hwisi
624	あんしん	〔安心〕		→こころづよい/ ～する→kukuru，?uhu?uminaaku，?uminaaku，やずんずる/ ～である kukurujaQsaN，cimuzuusaN
624	あんずる	〔案ずる〕		→しんぱい
624	あんた			→あなた，おまえ
624	あんちゃん			?aQpii，→あに
624	あんどん	〔行燈〕		tuuru，→kaguduuru
624	あんな			?aneeru，?anugutooru，?aNgutooru，?aNna/ ～に ?anugutu，?aN，?aNgutu/ ～に多く ?asakii/ ～に高く ?adaki/ ～に遠く ?agatoo/ ～に長い間 ?aNnagee/ ～に長く ?anagi/ ～もの?anugutooruu
624	あんない	〔案内〕		?aNnee，(敬語)→mjuNCikee，nuNCikee，?uNCikee/ ～を乞うこと munusirari
624	あんのじょう	〔案の定〕		masagagutu
624	あんばい	〔按配〕		?aNbee，kagiN，(敬語)?waaNbee
624	あんまり			?aNmadi，?aNmari，duku
624	あんもち	〔●餅〕		?aNmuci
624	あんよ			?aaQca，?aQca
624	あんらく	〔安楽〕		?aNraku，→ら く/ ～にrakurakutu
624	い	〔胃〕		?ii，?uhugee
624	い	〔藺〕		'ii，→biiguii，?ootuuziN，saciii，tuuziNii/ ～で作ったぞうり 'iisaba
624	い	〔亥〕		'ii
624	いあん	〔慰安〕		nagusami
624	いい			'ii-，'jutasjaN，masi/ ～相手 ?eetu/ ～按配'ii?aNbee/ ～縁組'iitacinaaka/ ～加減なやり方 haNtagaki/ ～考え'iikaNgee/ ～気'iicii/ ～機会'iibaa，'ibasju，'iihjoosi/ ～気持ち 'iicii，'iikukuci/ ～景色，'iiciici/ ～子，'iiQkwa，'iQkwa，→'jukaaQcu/ ～こと 'iikutu/～仕事 'iiwaZa/ ～正月 'iisjoogwaCi/～商売 'ii?acinee/ ～勝負 'iisjuubu/ ～職業'iiwaZa/ ～知らせ 'iisirasi/ ～天気 'ii?waaCici，→zoo?waaCici/ ～年をしながら→'jucanumuN，tusinamuN/ ～友達 'iidusi/ ～仲 'iinaaka/ ～習わし 'iihuuzi/ ～におい kabakaZa/ ～日'iihwii/ ～人'iiQcu，'iQkwa/ ～風釆'iihuuzi/ ～物'iimuN/ ～夢'ii?imi
625	いいあてる	〔言い当てる〕		?ii?atijuN/ 言い当て遊び?akaSee
625	いいあらそい	〔言い争い〕		?eekwee，?igaai，?igaahai，?iikwaaee，→いさかい，ろんそう/ 言い争うさま ?iriwaikaawai
625	いいえ			'iiii，'NNNN，'oooo，'uuuu
625	いいおき	〔言い置き〕		?ii?uci
625	いいおく	〔言い置く〕		?ii?ucuN
625	いいかけ	〔言いかけ〕		?iikaki
625	いいかける	〔言いかける〕		?iikakijuN
625	いいかた	〔言い方〕		munu?iikata
625	いいすぎ	〔言い過ぎ〕		?iigwaasa，?iiQkwa，?iiSizi，kwaguN
625	いいすぎる	〔言い過ぎる〕		?iiSizijuN
625	いいそこなう	〔言いそこなう〕		?iijaNzuN
625	いいたいほうだい	〔言いたい放題〕		?iibusjahuNdee，?iibusjakaQtii，→たいげんそうご
625	いいだす	〔言い出す〕		?ii?NzasjuN
625	いいたてる	〔言い立てる〕		?iitatijuN
625	いいつけ	〔言い付け〕		?iiCiki，→めいれい
625	いいつける	〔言い付ける〕		→koo，ざんげん，つげぐち，めいれい
625	いいつたえ	〔言い伝え〕		Citee，?ikutuba
625	いいなおす	〔言い直す〕		?iinoosjuN
625	いいなずけ	〔許嫁〕		sakimui/ ～となる SimasjuN
625	いいぬける	〔言い抜ける〕		?iimaarasjuN
625	いいのがれ	〔言いのがれ〕		kucimaai，kucimigui，→いいひらき，いいわけ
625	いいのこす	〔言い残す〕		?iinukusjuN
625	いいはる	〔言い張る〕		?iihajuN/ ～こと ?iihai
625	いいひらき	〔言い開き〕		?iihwiraci，→いいのがれ，いいわけ
625	いいふらす	〔言いふらす〕		?iihwirugijuN
625	いいぶり	〔言い振り〕		munu?iitanari
625	いいぶん	〔言い分〕		?iibuN
625	いいまかす	〔言い負かす〕		?iicikunaasjuN/ 言い負かし合い ?iimakaSee
625	いいまぎらす	〔言いまぎらす〕		?iimaarasjuN，?iimaNgwasjuN
625	いいまくる	〔言いまくる〕		?iicikunaasjuN
625	いいまける	〔言い負ける〕		?iimakijuN
625	いいまちがい	〔言い間違い〕		?iimacigee
625	いいよう	〔言いよう〕		?iijoo
625	いいわけ	〔言いわけ〕		?iiwaki，→いいひらき，こうじつ，しゃくめい，べんかい/～を言う ?iiwakijuN
625	いいわたし	〔言い渡し〕		?iiwatasi
625	いう	〔言う〕		?juN，(敬語) miSeeN，mjuNnjukijuN，nuNnukijuN，?uNnjukijuN，?uNnukijuN，?wiisimiSeeN，→つげる/ ～なり →mama/ ～までもない→?juuniN ?ujubaN/ 言いながら泣くことmunu?iinaci
625	いえ	〔家〕		'jaa/ ～ごと cineekazi，'jaakazi/～と家財 'jaakaZai/ ～にこもること'jaagumai/ ～にこもる者'jaagumajaa/～の建築'jaaCukui，'jaaZukui/ ～の前面 meeguci/ ～の中 'jaanu?uci/ ～の普請 'jaabusiN/ 一つの～に暮らすこと'jaatiiCi
625	いえで	〔家出〕		?NzihaNgwi，→しゅっぽん
625	いえやしき	〔家屋敷〕		'jaajasici
625	いか	〔烏賊〕		?ica，?ika/ ～の一種 kubuSimi/ ～の塩辛 ?icagarasju/ ～の墨 ?icanukuri，kuri
625	いかい	〔位階〕		kuree/ ～名・役職名など?akugami，?aNzi，?asatabi，?aSitabi，?atai，?ataipeeciN，?azi，?azimee，?azizituu，buNniN，Cigucijukumi，cikuduN，cikuduNpeeciN，cikusazi，ciNsja，giree?akugaN，gujuuhwiCi，hana?atai，hanatai，-hjaa，hwicoonusidui，hwiQsja，hwirajakuniN，hwiranusuba，?iQpoomuci，'jama?atai，'jamabuzoo，'jamatai，'jamatujukumi，'jukumi，'jununusi，'juNcu，kasirajaku，koosaku，koosaku?atai，kukuruZikijaku，kumigasira，kurajaku，kuratai，maziricoo，munubuzoo，muragasira，nihoomuci，-nija，-njaa，nusidui，'oozi，peeciN，roosuuzituu，saazi，sabakui，saNsikwaN，saSinusuba，satunusi，satunusinumee，satunusipeeciN，sazi，sii，sidupeeciN，siQsii，simamuci，soosigui，suucici，suudee，suugasira，suugoosaku，suugoosaku?atai，suuzituu，tikugu，tucinu?uhujakuu，tumaizituu，tuNci，?uduN，?uhuciku，?uhuja，?uhujaku，?uhujakuu，?uhunusi，?ukureeoozi，?uhusidubi，?umunubuzoo，?umurunusidui，?uQci，?uQcigasii，'uduibuzoo，'uuzijukumi，?weekaNcu，?weekata，'waciciku，'wacizituu，zasicisjuu，ZeebaN，zidee，ziigasira，ziNmijaku，zitudee，zituu，zuuguniNjaku，zuuguniNsjuu
626	いがい	〔以外〕		kuutu
626	いがい	〔意外〕		?umiinuhuka，→おもいがけない，きたいはずれ
626	いかが			→caa
626	いかけ			kuu，naabinakuu，naabinukuu
626	いかけや	〔いかけ屋〕		kaNZeeku，kaNZeekuu，naabinakuu，naabinukuu
626	いかす	〔生かす〕		?icikijuN，?ikasjuN
626	いがた	〔鋳型〕		?ikata
626	いかなる			?icaru，?ikana，→どんな
626	いかに	〔如何に〕		?ica/～しても?ikanasiN，→どう
626	いかにも			daNzu
626	いかばかり			?ikira，camisi，camisika，canusjaku，→どれ
626	いかり	〔怒り〕		→りっぷく
626	いかり	〔錨〕		?ikai
626	いき	〔息〕		?iici/ ～が切れる ?icizirijuN/ ～とあくび ?iici?akubi/ ～をつぐこと?iicigeei/ ～をとめること ?iiciguN
626	いき	〔意気〕		?iziri
626	いき	〔行き〕		?ici
626	いきあう	〔行き会う〕		→あう
626	いきうつし	〔生き写し〕		CiratiiCi
626	いきおい	〔勢い〕		?icui，sii
626	いきかえり	〔行き帰り〕		→おうふく
626	いきかえる	〔生き返る〕		?icigeejuN
626	いきぎも	〔生き肝〕		namazimu
626	いきぐるしい	〔息苦しい〕		?icizirasaN
626	いきごみ	〔意気込み〕		/～がよいこと cihwee
626	いきすぎ	〔行き過ぎ〕		?iciSizi
626	いきすぎる	〔行き過ぎる〕		?iciSizijuN
626	いきずり	〔行きずり〕		?iciSiri/ ～の ?iciSijuru
626	いきちがい	〔行き違い〕		?iceecizee
626	いきづまる	〔行きづまる〕		Cici?atajuN
626	いきとどく	〔行きとどく〕		?icitajuN
626	いきどまり	〔行きどまり〕		Cici?atai
626	いきなり			→きゅうに
626	いきぬき	〔息ぬき〕		?iicigeei
626	いきのこる	〔生き残る〕		?icinukujuN，sininukujuN
626	いきむ			?icanuN，→?icaNpai
626	いきもの	〔生きもの〕		?icimuN
626	いぎょう	〔遺業〕		'juZiri
626	イギリス			?iNcirii，?iNzirii
626	いきりょう	〔生霊〕		?icimabui，?icizama
626	いきる	〔生きる〕		?icicuN/ 生きている人?iciQcu
626	いきわかれ	〔生き別れ〕		?iciwakari
626	いきわたる	〔行き渡る〕		tuujuN
626	いく	〔行く〕		?icuN，→?aQcuN，cuuN，(敬語)?imeNSeeN，meeN，moojuN，meNseeN，?meNSeeN，?uceeimiseeN/～先 ?ikusaci，→?aQkukata/ ～末'jukusii/ 行きにくい ?icigatanasaN/ 行き着く所 Cicikuci/ 行ったり帰ったり→tuNmudujaa/ 行ってしまう cii?icuN，kee?icuN
626	いく	〔幾〕		?iku-
627	いくかい	〔幾回〕		→なんど
627	いくさ	〔戦〕		?ikusa，→たたかい
627	いくさぶね	〔いくさ船〕		?ikusabuni
627	いくじ	〔意気地〕		?iziri/ ～がない bitaraasjaN，→いくじなし
627	いくじなし	〔意気地無し〕		bitataimuN，daruu，→いくじ，だじゃく/ ～の子→?ajaa?uujaa，?aNmaa?uujaa
627	いくつ	〔幾つ〕		?ikuCi
627	いくにち	〔幾日〕		→なんにち
627	いくにん	〔幾人〕		→なんにん
627	いくばん	〔幾晩〕		?ikujuru
627	いくひろ	〔幾尋〕		?ikuhwiru
627	いくまわり	〔幾回り〕		?ikumaai，?ikumigui
627	いくら			cahwi，caQsa/ ～でも caQsaN，caQsaNkaQsaN
627	いけ	〔池〕		?ici，kumui/～の端 kumuibata
627	いけいれん	〔胃けいれん〕		kamici，→kamirarijuN/ ～の持病のある者 kamirarijaa
627	いけがき	〔生け垣〕		→kaci
627	いけどり	〔生けどり〕		?icidui
627	いけばな	〔生け花〕		?icibana
627	いける	〔生ける〕		?icijuN
627	いげん	〔威厳〕		kwahwii/ ～のあるさま kwaNkwaN，→おもおもしい
627	いけんする	〔意見する〕		→?iciN，soodaN
627	いご	〔以後〕		?igu
627	いこい	〔憩い〕		→きゅうそく
627	いこう	〔威光〕		hwikari，?uhwikari
627	いこう	〔衣桁〕		?iikaa
627	いこう	〔憩う〕		→やすむ
627	いごこち	〔居ごこち〕		'iigukuci
627	いこつ	〔遺骨〕		kuCi
627	いざ			dikajo，dii，→さあ/ ～いざdikadika
627	いさい	〔委細〕		?iSee，→しょうさい
627	いさかい			muNdoo，naNzuu→いいあらそい
627	いざこざ			muNdoohwiNdoo，→もんちゃく
627	いさみたつ	〔勇み立つ〕		?isamitacuN
627	いさめる			→?iciN，ちゅうこく
627	いさり	〔漁〕		?iZai
627	いさりび	〔漁火〕		?iZaibii
627	いさん	〔遺産〕		'juZiri
627	いし	〔石〕		?isi/ ～のある小坂 ?isikubiri/ ～の一種 maa?isjaa/ ～の舗道 ?isimici/ ～の門 ?isikabuizoo，?isizoo
627	いじ	〔意地〕		?izi，→かたいじ/ ～がわるい→いじわる/ ～ですること →siiganee，siiganeesii/ ～のある者 ?izaa，?izizuu，?izizuumuN/ ～を張る者 gaazuu
627	いしうす	〔石臼〕		?isi?uuSi
627	いしがき	〔石垣〕		?isigaci
627	いしがこい	〔石囲い〕		?isigakui
627	いしがっせん	〔石合戦〕		miimaaraakuu
627	いしきりば	〔石切場〕		/～の穴 ?isi?ana
627	いしく	〔石工〕		?isiZeeku，?isiZeekuu
627	いしころみち	〔石ころ道〕		?isikakaraamici
627	いしだん	〔石段〕		?isikizai
627	いしどうろう	〔石燈籠〕		?isiduuruu
627	いしなご			?isinaguu
627	いしばい	〔石灰〕		?isibee，sirahwee
627	いしばし	〔石橋〕		?isibasi
627	いしぼとけ	〔石仏〕		?isibutuki
627	いじめる			mimizuN，siCikijuN/ いじめて追い出す ?ibiri?NzasjuN
627	いしや	〔石屋〕		?isiZeeku，?isiZeekuu，
627	いしゃ	〔医者〕		?isja
627	いしゅ	〔意趣〕		?isju
627	いしゅうする	〔蝟集する〕		guzumujuN，→あつまる，たかる
627	いしょう	〔衣裳〕		ciNcihwada，?isjoo，(敬語)?wiisjoo，→きもの
627	いじょう	〔異状〕	(体の～)	sawai
627	いじょう	〔以上〕		?wii
627	いしょうばこ	〔衣裳箱〕		kee，(敬語)'Ncee
627	いじる			mutabuN，→さわる/いじりまわすさま mutaaNhwitaaN
627	いじわる	〔意地悪〕		'janasimuci，→kuNzoo/ 意地悪く邪魔する者 ?akumahukurugi/ ～なことを言うさまmiinucihananuci/ ～な女 gizaa/ ～者 ?akuma，kuNzoomuN
628	いじん	〔偉人〕		QcugawaiimuN，suguriNcu
628	いす	〔椅子〕		'ii
628	いずみ	〔泉〕		?izuN，'waku
628	いすわり	〔居すわり〕		sicitaku，→いつく
628	いせい	〔威勢〕		?isii/ ～をつける gaajuN
628	いぜん	〔以前〕		hweeku，kuNnagee，→まえ/ ～から →hweeku，まえまえ
628	いそいそ			?iQsuikaQsui
628	いそがしい	〔忙しい〕		?icunasaN，→たぼう，せわしい
628	いそぎ	〔急ぎ〕		?isuzi，tadeema
628	いそぐ	〔急ぐ〕		?awatijuN，?isuzuN/ 急いで →soosoo/ いそがせる→せきたてる
